DATE,Start (ET),AWAY,HOME,Arena
4/9/2025,10:00p,SAS,GSW,Chase Center
4/9/2025,10:00p,OKC,PHO,Footprint Center
4/9/2025,10:00p,DEN,SAC,Golden 1 Center
4/9/2025,10:30p,HOU,LAC,Intuit Dome
4/10/2025,7:00p,NYK,DET,Little Caesars Arena
4/10/2025,7:00p,CLE,IND,Gainbridge Fieldhouse
4/10/2025,7:30p,ATL,BRK,Barclays Center
4/10/2025,9:30p,MIN,MEM,FedEx Forum
4/11/2025,7:00p,MIL,DET,Little Caesars Arena
4/11/2025,7:00p,ORL,IND,Gainbridge Fieldhouse
4/11/2025,7:00p,ATL,PHI,Wells Fargo Center
4/11/2025,7:30p,CHO,BOS,TD Garden
4/11/2025,7:30p,CLE,NYK,Madison Square Garden (IV)
4/11/2025,8:00p,WAS,CHI,United Center
4/11/2025,8:00p,MIA,NOP,Smoothie King Center
4/11/2025,8:30p,TOR,DAL,American Airlines Center
4/11/2025,9:00p,MEM,DEN,Ball Arena
4/11/2025,9:00p,BRK,MIN,Target Center
4/11/2025,9:30p,OKC,UTA,Delta Center
4/11/2025,10:00p,SAS,PHO,Footprint Center
4/11/2025,10:00p,GSW,POR,Moda Center
4/11/2025,10:00p,LAC,SAC,Golden 1 Center
4/11/2025,10:30p,HOU,LAL,Crypto.com Arena
4/13/2025,1:00p,ORL,ATL,State Farm Arena
4/13/2025,1:00p,CHO,BOS,TD Garden
4/13/2025,1:00p,NYK,BRK,Barclays Center
4/13/2025,1:00p,IND,CLE,Rocket Mortgage Fieldhouse
4/13/2025,1:00p,WAS,MIA,Kaseya Center
4/13/2025,1:00p,DET,MIL,Fiserv Forum
4/13/2025,1:00p,CHI,PHI,Wells Fargo Center
4/13/2025,3:30p,LAC,GSW,Chase Center
4/13/2025,3:30p,DEN,HOU,Toyota Center
4/13/2025,3:30p,DAL,MEM,FedEx Forum
4/13/2025,3:30p,UTA,MIN,Target Center
4/13/2025,3:30p,OKC,NOP,Smoothie King Center
4/13/2025,3:30p,LAL,POR,Moda Center
4/13/2025,3:30p,PHO,SAC,Golden 1 Center
4/13/2025,3:30p,TOR,SAS,Frost Bank Center
